OPP_G,3
OPP_MP,240.0
OPP_FG,39.7
OPP_FGA,86.3
OPP_FG%,0.45899999999999996
OPP_3P,10.0
OPP_3PA,26.3
OPP_3P%,0.38
OPP_2P,29.7
OPP_2PA,60.0
OPP_2P%,0.494
OPP_FT,15.3
OPP_FTA,20.7
OPP_FT%,0.742
OPP_ORB,9.7
OPP_DRB,33.0
OPP_TRB,42.7
OPP_AST,26.0
OPP_STL,8.7
OPP_BLK,4.7
OPP_TOV,17.3
OPP_PF,23.7
OPP_PTS,104.7
TEAM,PHI
SEASON,2020-21
